"HABITAT_ASSESMENT_ID","HABITAT_SITE_ID","HABITAT_SITE_COMMON_NAME","HABITAT_ASSESMENT_DATE","HABITAT_ASSESMENT_TIME","ASSESMENT_EMPLOYEE_ID","ASSESMENT_EMPLOYEE_NAME","RBA","STREAM_DEPTH","STREAM_WIDTH","STREAM_FLOW","VELOCITY_DEPTH","EPIFAUNAL","EMBEDDEDNESS","SEDIMENT_DEPOSITION","CHANNEL_FLOW","CHANNEL_ALTERED","CHANNEL_SINUOSITY","FREQUENCY_RIFFLES","POOL_VARIABILITY","POOL_SUBSTRATE","BANK_VEG_LT","BANK_VEG_RT","BANK_STABILITY_LT","BANK_STABILITY_RT","RIPARIAN_VEG_LT","RIPARIAN_VEG_RT","ASSESMENT_COMMENTS","CREATE_DATE","MODIFY_EMPLOYEE_ID","MODIFY_DATE","ROWID"
"640","","moc a","2006-09-21 00:00:00","1899-12-30 10:35:00","","Cesar Cavazos","YES","1.50","20.00","","14","6","14","19","12","4","4","6","12","5","6","7","8","7","7","5","","","","","{1ABC8D16-BB62-4F43-BB57-1BE98576EF9D}"
"641","","ela a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","{6D417A45-A9AB-4F11-AC16-468089B40956}"
"642","","ela a","2006-09-22 00:00:00","1899-12-30 12:10:00","","Cathy Matthews","YES","1.50","30.00","","3","8","8","12","18","13","7","3","13","8","4","4","4","4","5","5","Lots of leaves and organic debris on the creek bed.  Filamentous algae (bright green)on creek bottom in places.","","","","{E92CB7F2-C74D-4D7F-AC51-C74C9366DCC9}"
"643","","ela c","2006-09-22 00:00:00","1899-12-30 10:40:00","","Cathy Matthews","YES","1.00","10.00","","7","11","13","13","13","11","12","3","7","12","7","3","6","4","2","2","","","","","{DB78150F-5EE4-49A4-8A8C-494E54BBAB02}"
"644","","lak a","2006-09-22 00:00:00","1899-12-30 10:00:00","","Cathy Matthews","NO ","1.00","20.00","","1","6","10","8","3","8","6","3","3","8","5","3","4","4","3","3","intermittent with pools. But is flowing underground between pools","","","","{A3B87912-3D11-4C59-94B3-645CBBEAAEA8}"
"645","","bit a","2006-09-11 00:00:00","1899-12-30 10:15:00","","Cathy Matthews","","","","","","","","","","","","","","","","","","","","","dry","","","","{1F863250-420B-4ECA-A70C-23ACC0F407AC}"
"646","","new a","2006-09-11 00:00:00","1899-12-30 10:55:00","","Cathy Matthews","","","","","","","","","","","","","","","","","","","","","dry","","","","{03AA7F4D-6ECB-4568-B4FE-19408924C66A}"
"647","","par a","2006-09-11 00:00:00","1899-12-30 09:20:00","","Cathy Matthews","","","","","","","","","","","","","","","","","","","","","dry.","","","","{FBF096AF-EA5D-478A-AEEC-506CCAC91C14}"
"648","","kni a","2007-05-18 00:00:00","1899-12-30 11:01:00","","Frances Ockels","YES","2.00","40.00","","11","10","9","13","18","4","6","3","14","11","3","6","9","8","1","2","Concrete sides channelized","","","","{B1F8CE57-23E8-403F-B794-0D8D8AB64896}"
"649","","bab b","2007-05-17 00:00:00","1899-12-30 13:58:00","","Frances Ockels","YES",".72","20.00","","14","17","15","15","15","9","13","17","8","15","7","7","5","6","5","5","","","","","{B98A0BDD-276D-4820-BFFE-23AD39BDE405}"
"650","","fiv a","2007-05-17 00:00:00","1899-12-30 10:56:00","","Frances Ockels","YES",".75","12.00","","14","13","11","13","8","14","9","11","9","13","7","8","6","7","8","8","","","","","{8DF84D96-DAB8-4BDF-AFE3-E5168B142DA3}"
"651","","dix a","2007-05-16 00:00:00","1899-12-30 13:25:00","","Cathy Matthews","YES","1.00","15.00","","7","16","14","13","14","14","11","8","16","13","4","4","5","5","5","5","","","","","{2B27D0B4-1826-4C88-8CB0-BCE1846CE120}"
"652","","smc a","2007-05-16 00:00:00","1899-12-30 10:40:00","","Cathy Matthews","YES",".50","10.00","","9","16","12","12","9","13","7","10","8","16","5","3","7","6","4","4","","","","","{9E8CBC70-7E4D-438B-954F-C37137E83770}"
"668","","cac a","2007-06-12 00:00:00","1899-12-30 13:33:00","","Cathy Matthews","YES","3.00","18.00","","0","6","3","8","8","12","4","0","13","9","7","7","8","8","9","7","Habitat has deteriorated. sampled downstream of bridge.","","","","{4AEA6CF7-F999-40F1-B99A-26EECB23334D}"
"669","","smc b","2007-06-12 00:00:00","1899-12-30 10:21:00","","Cathy Matthews","YES","1.00","15.00","","6","8","11","13","14","7","11","1","9","11","2","1","4","4","2","2","rip rap concrete portions on right  bank","","","","{B97F43DE-9599-494F-BFAF-3A8139429BED}"
"670","","fiv b","2007-06-07 00:00:00","1899-12-30 10:25:00","","Cathy Matthews","YES","1.50","20.00","","14","12","13","8","15","11","6","7","14","13","6","6","7","6","5","3","Sampling reaches downstream from bridge","","","","{1F4C2E0A-0660-4E06-B643-A39DFB8BE659}"
"671","","mck a","2007-06-06 00:00:00","1899-12-30 10:25:00","","Frances Ockels","YES",".75","18.00","","13","17","16","12","10","14","9","16","9","16","8","8","8","8","2","2","Sample reach is downstream side of bridge.","","","","{1A60CFF8-5DD3-4488-A2DD-401CF85420EE}"
"672","","rib a","2007-06-20 00:00:00","1899-12-30 13:44:00","","Frances Ockels","YES","1.00","5.00","","3","8","6","12","13","11","6","6","6","14","5","5","8","8","2","2","Sample on downstream side of bridge.  ","","","","{51B85FE4-670B-4345-BB3B-9C2E748B1753}"
"673","","jac a","2007-06-20 00:00:00","1899-12-30 10:50:00","","Frances Ockels","YES","1.00","20.00","","14","13","14","13","14","14","10","14","8","13","8","7","7","7","2","2","access southeast side of bridge. sample both upstream and downstream of bridge.","","","","{AF1497CF-055C-4EAE-8CC2-B80144BFB56A}"
"692","","kni a","2007-09-17 00:00:00","1899-12-30 13:13:00","","Frances Ockels","YES","","","","","","","","","","","","","","","","","","","","","","","","{5AD50A8E-2446-45D4-9437-608F4C3A21F2}"
"693","","bab b","2007-09-17 00:00:00","1899-12-30 11:16:00","","Frances Ockels","YES",".50","25.00","","8","14","12","10","8","11","8","13","9","16","6","7","8","8","6","6","","","","","{14434FEB-61E6-4B9F-BC6F-4D2960E39F0F}"
"694","","smc b","2007-09-23 00:00:00","1899-12-30 13:15:00","","Frances Ockels","YES","2.00","12.00","","6","9","6","12","15","14","10","1","16","11","2","2","1","1","1","1","","","","","{C6263849-92A2-47EC-9C46-1FC52946886E}"
"695","","fiv a","2007-09-17 00:00:00","1899-12-30 15:15:00","","Cathy Matthews","YES","1.50","20.00","","13","12","14","12","15","12","11","14","8","11","3","3","3","3","7","7","","","","","{5681D324-4409-48B9-9CF4-CD0EA8528197}"
"696","","dix a","2007-09-17 00:00:00","1899-12-30 11:30:00","","Cathy Matthews","YES","1.50","15.00","","13","12","7","6","8","11","9","6","7","11","3","3","5","4","2","2","","","","","{F6478F09-EECD-4422-9E85-CAD435F42287}"
"697","","smc a","2007-09-17 00:00:00","1899-12-30 10:00:00","","Cathy Matthews","YES","1.00","10.00","","13","13","11","11","9","11","7","7","8","12","7","5","5","5","2","2","","","","","{45F91855-9028-4F95-85C1-504ECF54EFBB}"
"698","","rib a","2007-09-21 00:00:00","1899-12-30 11:40:00","","Frances Ockels","YES",".75","8.00","","8","11","8","18","12","12","7","11","7","11","5","6","6","7","0","0","","","","","{F9F45757-1875-4DF5-BFC0-B53CBC7CEF5C}"
"699","","jac a","2007-09-21 00:00:00","1899-12-30 09:30:00","","Frances Ockels","YES","1.50","25.00","","14","11","8","11","14","13","6","6","17","11","7","7","8","7","1","1","","","","","{35329281-2577-45D7-BDD0-65CCE6697E0D}"
"700","","ela a","2007-09-20 00:00:00","1899-12-30 13:30:00","","Frances Ockels","YES","2.50","25.00","","8","11","8","8","12","13","10","3","15","11","2","2","4","4","8","8","","","","","{EE0D6D4B-3DA2-45D4-9224-6C1FCE404BB3}"
"701","","ela c","2007-09-20 00:00:00","1899-12-30 11:10:00","","Cathy Matthews","YES","1.50","12.00","","8","11","11","12","14","11","6","3","7","8","7","5","6","4","2","2","","","","","{EDB265AE-470A-441A-9E98-99BC28E71577}"
"702","","smc c","2007-09-20 00:00:00","1899-12-30 09:40:00","","Frances Ockels","YES","1.50","15.00","","14","8","10","15","14","14","9","8","9","11","6","5","6","8","3","3","","","","","{BB52974D-100A-4149-985A-F3A25535BE8D}"
"703","","kni a","2007-09-18 00:00:00","1899-12-30 11:30:00","","Frances Ockels","YES","3.00","40.00","","6","10","4","11","13","6","5","3","11","14","2","2","6","6","1","3","","","","","{7D128B1C-7BA4-4A78-919C-F1DD63921D74}"
"704","","mck a","2007-09-18 00:00:00","1899-12-30 14:53:00","","Cathy Matthews","YES","1.00","15.00","","17","14","18","17","8","14","11","16","10","16","6","5","9","8","7","5","","","","","{4244C54E-CCD1-40DB-8F4F-0871D3ACFC2C}"
"705","","fiv b","2007-09-18 00:00:00","1899-12-30 10:47:00","","Cathy Matthews","YES","1.50","17.00","","12","10","18","12","10","13","4","7","11","16","8","9","8","7","8","8","","","","","{B167112B-5D22-47F2-AF6F-706B3D90CEF2}"
"706","","ten a","2007-09-24 00:00:00","1899-12-30 09:40:00","","Frances Ockels","YES","3.00","30.00","","11","12","9","10","9","13","8","18","18","13","7","7","7","6","2","2","","","","","{14552F3E-23C0-4B34-88FF-20A2CF5ACD12}"
"707","","whc c","2007-09-24 00:00:00","1899-12-30 14:52:00","","Cathy Matthews","YES","2.00","15.00","","17","13","11","7","9","7","2","7","8","6","6","2","6","9","2","1","Right bank is concrete shoring.","","","","{16141C98-C829-4A59-BA5A-07BB8CAEC26F}"
"708","","cec b","2007-09-24 00:00:00","1899-12-30 12:29:00","","Cathy Matthews","YES",".50","22.00","","10","8","19","15","14","14","10","8","8","3","7","7","9","9","4","4","Limestone bedrock bottom.","","","","{FB055B6C-93AB-4AE3-9D57-2583D290CB65}"
"709","","cec a","2007-09-24 00:00:00","1899-12-30 11:16:00","","Cathy Matthews","YES","2.00","20.00","","12","14","5","8","8","12","13","12","12","13","3","4","3","5","1","1","","","","","{6E86D070-90D6-4DFA-A050-88FB17B9F52C}"
"710","","ten b","2007-09-24 00:00:00","1899-12-30 09:37:00","","Cathy Matthews","YES","1.50","30.00","","14","16","17","11","13","14","7","13","8","10","3","4","4","4","5","3","","","","","{B0BE528E-80B1-445A-9CC3-DBEBDDF6C2BF}"
"727","","flo a","2007-10-26 00:00:00","1899-12-30 14:01:00","","Cathy Matthews","YES","1.00","25.00","","10","11","15","15","16","18","8","18","7","5","4","3","4","3","2","2","stream flow above average","","","","{A0F9413E-17B9-4FA3-8DA4-DCE328C9C4FE}"
"767","","cac a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","{8AE345A9-1061-4D75-87AD-3B40791A0C4F}"
"768","","cac a","2008-05-13 00:00:00","1899-12-30 13:25:00","","Cathy Matthews","YES","1.50","35.00",".00","7","7","1","8","13","14","3","1","7","12","8","8","7","7","8","5","Water mostly non-moving and stagnant.  Swamp-like.   Anaerobc smell from muck bottom here.","","","","{51B2A631-CC0B-4144-AAD5-F1386257E071}"
"769","","smc b","2008-05-19 00:00:00","1899-12-30 10:40:00","","Robert Sewak","YES","1.00","15.00","","8","12","8","15","15","11","8","3","8","13","4","3","6","4","1","1","","","","","{70281D75-E891-4E0C-A582-97EE686E6FF3}"
"770","","fiv c","2008-05-19 00:00:00","1899-12-30 14:15:00","","Robert Sewak","YES","1.00","40.00","","16","18","16","12","14","12","6","15","9","11","9","9","9","9","9","3","","","","","{530F0AEC-CC99-40EB-924B-413D8BE6F838}"
"771","","ten d","2008-05-22 00:00:00","1899-12-30 09:45:00","","Robert Sewak","YES","1.00","35.00","","12","13","16","8","16","14","9","17","8","5","6","5","6","5","6","2","New gravel deposit area along the right bank in the stream.","","","","{78CF813A-E2E3-4E17-998C-AFEB1100E915}"
"772","","fiv d","2008-05-22 00:00:00","1899-12-30 11:30:00","","Pablo Davila","YES",".50","8.00","","12","16","16","11","9","13","11","16","14","14","8","6","9","5","3","4","Stream is flowing.  This site is frequently intermittent with perennial pools.","","","","{18E09BDA-881D-411C-9639-1471128F03ED}"
"773","","dix b","2008-05-22 00:00:00","1899-12-30 11:50:00","","Robert Sewak","YES",".80","25.00","","9","8","13","17","9","11","3","17","4","7","9","9","4","4","7","7","","","","","{A9BFE2FE-18A3-4B6D-BEAD-C81A393D23AA}"
"774","","joe c","2008-05-22 00:00:00","1899-12-30 15:15:00","","Robert Sewak","YES",".50","11.00","","13","11","13","13","7","14","6","16","6","6","4","3","4","3","7","1","","","","","{00EA9282-ADE9-4EDB-A0A7-0904A504B620}"
"775","","flo a","2008-05-23 00:00:00","1899-12-30 11:54:00","","Robert Sewak","YES",".80","18.00","","10","11","18","15","13","18","8","18","13","8","7","7","4","4","4","4","","","","","{F16A7686-8F56-47AA-BE95-5F9BCB77D8E2}"
"776","","cot a","2008-05-23 00:00:00","1899-12-30 14:15:00","","Robert Sewak","YES","1.00","16.00","","8","13","3","8","9","18","8","18","9","8","9","9","2","2","9","9","","","","","{3288D08A-3C5E-422B-99D2-51011DFD169E}"
"777","","ela a","2008-06-03 00:00:00","1899-12-30 10:10:00","","Cathy Matthews","YES","2.00","20.00","","8","11","8","6","13","12","8","3","16","12","7","7","6","6","9","9","","","","","{0FD681D7-1319-446C-8E4D-19611A0A275C}"
"778","","ela c","2008-06-03 00:00:00","1899-12-30 11:40:00","","Cathy Matthews","YES","1.50","10.00","","8","12","14","13","15","11","6","3","5","11","7","1","5","2","3","1","Construction acitivty on right bank.  Jenke Construction replacing sewage line.  They did leave a small buffer zone ~3 ft.  No obvious effects to the creek.","","","","{2CE65290-5199-4199-A958-EB3B3CFD0AF0}"
"779","","smc c","2008-06-04 00:00:00","1899-12-30 10:40:00","","Cathy Matthews","YES","1.00","12.00","","13","14","12","13","7","15","11","16","16","15","8","5","8","4","6","6","Reach is primarily downstream of the bridge.  Upstream is the DeBusk Park. Reach encompasses approximately 50 feet upstream of bridge.","","","","{70DC6174-6843-4853-A06D-E918381379F5}"
"780","","cec b","2008-06-05 00:00:00","1899-12-30 11:35:00","","Cathy Matthews","YES",".50","15.00","","8","7","16","15","13","13","7","18","7","11","7","5","9","7","5","1","","","","","{47F67DFC-E327-4CC5-BD6F-4C2118066F5A}"
"781","","cec a","2008-06-05 00:00:00","1899-12-30 13:00:00","","Cathy Matthews","YES","1.50","20.00","","13","16","4","11","8","13","11","13","14","13","3","5","2","4","1","1","There were ~10 dead fish several days old  in the area, but there were live fihs swimming on site also. Downstream sampling was conducted at Corinth St.","","","","{741B4AEF-E118-451E-B6E0-0CAE35A1BFFE}"
"782","","smc a","2008-06-11 00:00:00","1899-12-30 10:00:00","","Cathy Matthews","YES",".75","15.00","","13","11","9","10","16","13","6","8","10","17","6","4","7","4","1","1","Hester Dendy samplers set out.","","","","{5E415D00-1554-4E13-B8B0-C0A95CCCB1F1}"
"783","","dix a","2008-06-11 00:00:00","1899-12-30 12:35:00","","Cathy Matthews","YES","1.50","15.00","","13","12","9","6","8","13","10","7","13","13","3","3","6","4","2","2","Hester Dendy samplers set out.","","","","{C42E8AB1-B0FE-4F43-ADC4-49DCD8FFA394}"
"784","","kni a","2008-06-11 00:00:00","1899-12-30 13:15:00","","Cesar Cavazos","YES","3.00","50.00","","8","11","13","8","12","10","4","4","14","13","5","5","6","6","3","5","Hester Dendy samplers set out.","","","","{0B82ACB4-05E0-4BDD-8CEE-12CC2CCBE85C}"
"785","","fiv a","2008-06-11 00:00:00","1899-12-30 10:15:00","","Cesar Cavazos","YES","1.50","30.00","","8","7","6","6","9","8","6","7","7","9","5","4","6","6","6","6","Hester Dendy samplers set out.","","","","{A1907AB6-C147-4AA4-908B-343BBFA44E33}"
"786","","bab b","2008-06-11 00:00:00","1899-12-30 15:15:00","","Cesar Cavazos","YES","1.00","35.00","","10","12","13","8","7","10","8","8","6","12","5","5","7","7","6","6","Hester Dendy samplers set out.","","","","{08B22208-9AAE-47BC-86ED-2B318C5B05CE}"
"787","","ten b","2008-06-04 00:00:00","1899-12-30 10:30:00","","Robert Sewak","YES","1.00","40.00","","14","16","16","9","13","13","8","13","8","11","3","3","2","2","3","3","","","","","{6CE81569-C5E5-413D-920A-1A30EF8F5BE5}"
"788","","whc c","2008-06-04 00:00:00","1899-12-30 12:30:00","","Robert Sewak","","1.50","18.00","","17","12","9","8","8","7","2","6","8","8","4","2","5","9","2","2","","","","","{F9E179C6-0486-4BCC-B25B-EFCC4D0515EE}"
"789","","moc a","2008-06-03 00:00:00","1899-12-30 10:30:00","","Robert Sewak","","1.20","35.00","","18","18","8","8","7","9","8","8","18","10","3","3","6","6","2","2","","","","","{DC402BF9-45C9-4F33-A835-4DBF718C738B}"
"790","","ten a","2008-06-03 00:00:00","1899-12-30 12:30:00","","Robert Sewak","","2.00","35.00","","18","13","11","10","9","10","8","18","15","9","4","4","5","5","4","4","","","","","{A43DA771-0A91-4DCB-BB6A-DEF2DD1034E8}"
"791","","jac a","2008-06-05 00:00:00","1899-12-30 12:15:00","","Robert Sewak","YES","1.00","20.00","","13","5","13","11","14","13","8","6","8","8","6","6","6","6","1","1","","","","","{F39EA02B-23E4-4CE1-9EA9-759D6DB6D901}"
"792","","rib a","2008-06-05 00:00:00","1899-12-30 14:30:00","","Robert Sewak","",".80","8.00","","1","8","1","3","8","10","3","1","13","11","5","5","4","4","1","1","","","","","{530E8B45-EE01-4196-AF7C-AED5E2770883}"
