"WQM_WQ_ASSESMENT_ID","WQ_SITE_ID","WQ_SITE_COMMON_NAME","WQ_ASSESMENT_DATE","WQ_ASSESMENT_TIME","WQ_ASSESMENT_EMPLOYEE_ID","WQ_ASSESMENT_EMPLOYEE_NAME","PH","DISSOLVED_OXYGEN","WATER_TEMPERATURE","SPEC_CONDUCTIVITY","TOT_DISSOLVED_SOLID","ORP","TURBIDITY","TOT_SUSPENDED_SOLID","CHLORINE","HARDNESS","FECAL","PHOSPHOROUS","NITRATE","NITRITE","IRON","AMMONIA","CHEM_OXYGEN_DEMAND","PHENOLS","COPPER","DETERGENT","SULFATE","SECCHI_DEPTH","SEWAGE_ODOR","SOLVENT_ODOR","PETROLEUM_ODOR","FISH_ODOR","ASSESMENT_COMMENTS","CREATE_DATE","MODIFY_EMPLOYEE_ID","MODIFY_DATE","PASSED_INVERTIBRATE_TOX","PASSED_FATHEAD_TOX","NITRATE_NITRITE","E_COLI","ROWID"
"336","","cro a","2004-06-18 00:00:00","1899-12-30 08:54:00","","Tamara Elliot","7.86","7.48","25.15",".529",".30","238","2","10",".05","120","287",".150",".100",".010",".02","","20.00","",".000","","","","NO ","NO ","NO ","NO ","High algae, trash present, lots of fish, gravel basin.","","","","","","","","{2AFD4768-EB4F-4046-A5DE-F87D1A6C634E}"
"337","","jac b","2004-06-21 00:00:00","1899-12-30 12:28:00","","Tamara Elliot","8.10","8.73","26.70",".653",".40","293","4","7",".07","120","45",".080",".610",".010",".02","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Green algae, some trash, limestone basin.","","","","","","","","{5B7B38A4-CB40-4D8A-996E-376123EA61EA}"
"338","","jac c","2004-06-21 00:00:00","1899-12-30 12:00:00","","Tamara Elliot","8.38","8.90","29.25",".360",".20","293","12","10",".09","120","258",".110",".160",".010",".05","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Trash, fish, clay and limestone basin.","","","","","","","","{4A97590E-0D5A-4021-A2DD-876C8FC31E2D}"
"339","","cot b","2004-06-21 00:00:00","1899-12-30 11:29:00","","Tamara Elliot","8.20","8.55","26.30",".529",".30","246","8","5",".03","120","26",".100",".460",".042",".05","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Fish, trash, gravel basin.","","","","","","","","{190F7DB0-B3EB-45F1-B558-8914BA9B64EA}"
"340","","flo b","2004-06-21 00:00:00","1899-12-30 11:05:00","","Tamara Elliot","7.93","7.44","26.17",".736",".50","292","9","14",".02","120","77","3.950","2.040",".033",".08","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Fish present, limestone basin, trash present.","","","","","","","","{9E11EDED-DEC0-496D-B4A4-3C0764CC426F}"
"341","","cot c","2004-06-21 00:00:00","1899-12-30 10:23:00","","Tamara Elliot","8.02","7.61","25.00",".525",".30","294","8","10",".03","120","45",".140",".420",".014",".03","","20.00","",".000","","","","YES","NO ","NO ","NO ","Fish present, trash present, gravel and limestone basin.","","","","","","","","{05A34E8D-12AD-4170-85F4-B2873E837557}"
"342","","whc d","2004-06-21 00:00:00","1899-12-30 09:53:00","","Tamara Elliot","7.98","7.43","26.83",".475",".30","290","10","14",".03","120","59",".190",".400",".012",".14","","34.00","",".000","","","","NO ","NO ","NO ","NO ","Trash present, water level high, gravel basin.","","","","","","","","{18838EA1-EFBE-402A-8CE1-6E8F7580BFB2}"
"343","","whi b","2004-06-22 00:00:00","1899-12-30 11:32:00","","Tamara Elliot","7.69","6.05","24.18",".523",".30","219","17","11",".15","200","1",".150",".100",".010",".05","","20.00","",".000","","","","NO ","NO ","NO ","NO ","High chlorine levels, trash, limestone basin.","","","","","","","","{A376C3AD-3BC1-4941-9880-208FAFF4A002}"
"344","","whi a","2004-06-22 00:00:00","1899-12-30 11:05:00","","Tamara Elliot","7.86","5.87","24.20",".429",".30","215","8","10",".00","120","69",".150",".100",".010",".02","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Trash, fish, and green algae present, limestone basin.","","","","","","","","{D28A1507-4B27-4FA5-9781-B66898BACAD6}"
"345","","new c","2004-06-22 00:00:00","1899-12-30 10:41:00","","Tamara Elliot","8.11","6.76","25.14",".415",".30","200","85","86",".00","200","74",".280",".100",".012",".85","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Trash, green algae, limestone basin.","","","","","","","","{D21ECF83-9393-449D-9488-83B3BF466721}"
"346","","new a","2004-06-22 00:00:00","1899-12-30 09:59:00","","Tamara Elliot","7.96","5.28","25.07",".478",".30","201","26","27",".00","200","1",".200",".100",".010",".34","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Trash present, green and brown algae, dirt basin.","","","","","","","","{098991AD-F2C3-49D0-B3A8-5B8F33F35A13}"
"347","","new b","2004-06-22 00:00:00","1899-12-30 10:22:00","","Tamara Elliot","7.64","7.60","24.10",".491",".30","193","807","999",".00","200","84",".240",".100",".011","22.60","","84.00","",".010","","","","NO ","NO ","NO ","NO ","Trash, construction area, heavy silt in creek, dirt basin.  Total suspended solids hit 1067 - more than database schema is set up for","","","","","","","","{B03AA21F-5968-49B7-AF83-0FBC1AE38ABC}"
"348","","whi a","2004-06-24 00:00:00","1899-12-30 12:35:00","","Tamara Elliot","7.77","5.94","25.26",".513",".30","192","15","9",".03","120","","","","","","","","","","","","","NO ","NO ","NO ","NO ","Trash present, gravel and dirt basin brown algae.","","","","","","","","{B39DE9E9-3B2F-4D0F-A8C2-F4BFA02ECDA2}"
"349","","mcc a","2004-06-24 00:00:00","1899-12-30 10:05:00","","Tamara Elliot","7.46","3.01","24.74",".391",".30","192","14","11",".07","120","16",".240",".110",".010",".16",".000","20.00","",".000","","","","NO ","NO ","NO ","NO ","trash, fish, green algae, dirt basin.","","","","","","","","{D3C870FB-E2E4-4C94-AB84-12F9162CA0E2}"
"350","","whc b","2004-06-24 00:00:00","1899-12-30 09:46:00","","Tamara Elliot","7.98","6.26","28.02",".285",".20","186","21","24",".21","120","28",".160",".100",".010",".22",".000","20.00","",".000","","","","NO ","NO ","NO ","NO ","Trash present, fish, high plant life, dirt basin.","","","","","","","","{368727D7-56E2-4FCF-8BDB-BCDC369487A6}"
"351","","jen a","2004-06-25 00:00:00","1899-12-30 12:54:00","","Tamara Elliot","7.54","5.94","26.68",".409",".30","224","13","15",".15","120","81",".240",".180",".010","",".000","20.00","","","","","","NO ","NO ","NO ","NO ","Heavy trash, gravel basin.","","","","","","","","{DEC641CC-0F90-4661-A8ED-D017ED01601A}"
"352","","dix c","2004-06-25 00:00:00","1899-12-30 12:29:00","","Tamara Elliot","7.95","8.88","26.24",".455",".30","222","13","10",".01","120","206",".260",".170",".010","",".000","24.00","","","","","","NO ","NO ","NO ","NO ","Trash, fish present, green and brown algae, rock basin.","","","","","","","","{E80C20EE-A5F3-429A-A416-23F512E8710F}"
"353","","lon a","2004-06-25 00:00:00","1899-12-30 11:58:00","","Tamara Elliot","8.65","8.69","30.69",".250",".20","201","16","12",".04","200","14",".260",".100",".010",".08","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Trash concrere basin.","","","","","","","","{1C83CCD5-48A1-42F6-81AA-797842FE42C4}"
"354","","lon b","2004-06-25 00:00:00","1899-12-30 11:32:00","","Tamara Elliot","7.73","6.13","24.45",".559",".40","216","26","19",".00","200","91",".260",".120",".010",".03","","33.00","",".000","","","","NO ","NO ","NO ","NO ","Heavy trash, limestone basin, green algae present.","","","","","","","","{9991AA66-F3E8-4DC8-9206-B832F6851B05}"
"355","","ash b","2004-06-25 00:00:00","1899-12-30 10:47:00","","Tamara Elliot","7.58","5.64","26.45",".351",".20","220","17","14",".09","120","83","1.540",".120",".010","1.13","","55.00","",".000","","","","NO ","NO ","NO ","NO ","High green algae, concrete basin, trash, water barely moving.","","","","","","","","{8256AFCE-A437-4A45-8788-C68A946A7F25}"
"356","","ash c","2004-06-25 00:00:00","1899-12-30 10:33:00","","Tamara Elliot","7.41","3.80","24.92",".491",".30","215","12","9",".00","200","108",".210",".220",".014",".08","","20.00","",".000","","","","NO ","NO ","NO ","NO ","High green algae, trash, fish, brush needs removed, gravel basin.","","","","","","","","{C0031DB0-6EAD-494C-85AD-BB93650238C8}"
"357","","ash a","2004-06-25 00:00:00","1899-12-30 10:15:00","","Tamara Elliot","7.86","8.06","27.77",".344",".20","218","19","14",".07","120","14",".120",".100",".010",".11","","20.00","",".000","","","","NO ","NO ","NO ","NO ","High algae, trash and fish present, water barely moving, dirt basin.","","","","","","","","{1FEA9600-FC6E-4235-9C73-85BFAF555A41}"
"358","","fiv c","2004-07-07 00:00:00","1899-12-30 11:37:00","","Tamara Elliot","7.96","8.58","28.95",".521",".30","241","9","3",".05","120","95",".080",".620",".012",".03","","20.00","",".000","","","","NO ","NO ","NO ","NO ","gravel basin, trash, fish.","","","","","","","","{4771B01F-213E-4483-B9DC-425006C1F6D3}"
"359","","hon a","2004-07-07 00:00:00","1899-12-30 11:05:00","","Tamara Elliot","7.66","6.34","25.49",".557",".40","234","13","8",".03","120","570","3.980",".380",".010",".63","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Heavy brush, green algae, trash, lots of fish, gravel and dirt basin.","","","","","","","","{F9510F74-7F1C-40A9-AAC1-93B8328538DC}"
"360","","hon b","2004-07-07 00:00:00","1899-12-30 10:40:00","","Tamara Elliot","7.49","4.46","23.41",".680",".40","243","18","13",".07","200","9999",".190","3.290",".014",".15","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Heavy brush, trash, dirt basin, stagnate water. Fecal TNTC","","","","","","","","{A7910021-8C0E-407A-A21D-196B6C67CEB4}"
"361","","lit b","2004-07-07 00:00:00","1899-12-30 10:21:00","","Tamara Elliot","7.80","6.69","26.36",".318",".20","262","7","19",".15","120","533",".160",".730",".330",".06","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Trash, limestone basin, some gravel, chlorine a little high,  green algae present.","","","","","","","","{43D0DC4D-F231-4D9C-B162-4A642C27BB4D}"
"362","","lit c","2004-07-07 00:00:00","1899-12-30 10:04:00","","Tamara Elliot","7.95","7.02","23.97",".640",".40","222","15","3",".00","250","776",".190",".630",".010",".06","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Heavy silt, trash, limestone basin.","","","","","","","","{1D638064-718C-41EF-BED2-2900C8F035F9}"
"363","","lit a","2004-07-07 00:00:00","1899-12-30 09:47:00","","Tamara Elliot","7.69","5.72","25.15",".414",".30","212","1","2",".00","120","9999",".300","1.230",".092",".10","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Trash, sun fish, dirt and gravel basin. Fecal TNTC","","","","","","","","{2F3B4E2A-C572-4093-BCBA-E807B624394F}"
"364","","hic c","2004-07-13 00:00:00","1899-12-30 12:57:00","","Tamara Elliot","7.56","3.59","25.93",".928",".60","276","5","9",".12","350","64",".320",".150",".012",".07","","26.00","",".000","","","","NO ","NO ","NO ","NO ","Aquatic vegitation high, junk yard next door, trash, fish present, sand basin.","","","","","","","","{9BCF7959-598F-4C22-B255-C4526501FD0B}"
"365","","ric a","2004-07-13 00:00:00","1899-12-30 12:04:00","","Tamara Elliot","7.52","8.11","25.56",".519",".30","285","10","11",".25","200","","","","","","","","","","","","","NO ","NO ","NO ","NO ","High chlorine, fish, trash, brown algae, dirt basin.","","","","","","","","{2708A66B-1967-4F0B-AB14-64392BF6F407}"
"366","","ela b","2004-07-13 00:00:00","1899-12-30 11:36:00","","Tamara Elliot","7.45","4.56","27.11",".501",".30","287","10","7",".20","120","280",".310",".120",".014",".18","","26.00","",".000","","","","NO ","NO ","NO ","NO ","busted concrete and gravel basin, heavy trash, fish present, green algae.","","","","","","","","{83549235-F748-445C-B332-77FFD2C28ECC}"
"367","","ric b","2004-07-13 00:00:00","1899-12-30 10:41:00","","Tamara Elliot","7.93","6.78","25.44",".505",".30","274","11","4",".02","200","762",".710",".200",".012",".01","","20.00","",".000","","","","NO ","NO ","NO ","NO ","limestone basin, fish present,trash, west outfall discharging.","","","","","","","","{A2A9C738-8B4C-4938-8ADB-7FB43C56D502}"
"368","","ric a","2004-07-13 00:00:00","1899-12-30 10:14:00","","Tamara Elliot","7.66","7.73","25.37",".531",".30","291","10","8",".00","200","232",".610",".190",".014",".05","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Gravel and dirt basin, bank high deteriation, trash present.","","","","","","","","{110C840B-8A52-47D4-8B23-912C8A07049D}"
"369","","pra c","2004-07-12 00:00:00","1899-12-30 11:44:00","","Tamara Elliot","7.58","3.60","25.30",".504",".30","254","7","2",".00","120","72","3.140",".130",".013",".08","","20.00","",".000","","","","NO ","NO ","NO ","YES","Dead animal smell, trash, heavy silt, dirt and gravel basin.","","","","","","","","{5603BDEB-643A-479E-A508-E247F37999A7}"
"370","","pra b","2004-07-12 00:00:00","1899-12-30 11:25:00","","Tamara Elliot","7.61","4.28","26.50",".347",".20","266","9","2",".02","120","102",".740",".110",".012",".11","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Trash, fish, limestone basin, with gravel.","","","","","","","","{95DCE26F-EBE9-4BCB-9A73-5D4C62188980}"
"371","","bit b","2004-07-12 00:00:00","1899-12-30 11:06:00","","Tamara Elliot","","","","","","","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","Creek dry, trash, dirt basin.","","","","","","","","{24D19990-019E-416D-8DE9-D0FC441EF3C8}"
"372","","bit a","2004-07-12 00:00:00","1899-12-30 10:49:00","","Tamara Elliot","7.20","1.25","24.69",".503",".30","272","29","28",".26","120","84","1.380",".230",".017","1.43","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Trash, fish, stagnate water, dirt basin.","","","","","","","","{C5929EFD-2CAB-4C2D-947A-30B2F604BFF5}"
"373","","pra a","2004-07-12 00:00:00","1899-12-30 10:31:00","","Tamara Elliot","7.70","4.27","25.43",".550",".40","260","16","15",".00","200","150",".430",".250",".011",".10","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Decayed animal, fish, trash, green algae, gravel and dirt basin.","","","","","","","","{57C85E4D-AF90-4C91-A1AF-74AF9962A5DF}"
"374","","par a","2004-07-12 00:00:00","1899-12-30 09:19:00","","Tamara Elliot","8.02","5.24","26.50","5.700",".40","253","53","49",".15","120","188","1.520",".230",".012","2.25","","24.00","",".000","","","","NO ","NO ","NO ","NO ","Car in creek, water low, green algae, no fish, dirt basin.","","","","","","","","{07EB29AA-FB05-498B-8746-7E321F0C7C09}"
"375","","jac a","2004-07-14 00:00:00","1899-12-30 11:15:00","","Tamara Elliot","7.35","5.47","26.38",".634",".40","230","15","3",".00","250","988",".090",".340",".017",".13","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Trash, fish, gravel basin.","","","","","","","","{5CF35CC2-469C-418D-997C-8495A73DDD41}"
"376","","lak b","2004-07-14 00:00:00","1899-12-30 09:39:00","","Tamara Elliot","7.36","5.10","28.03",".408",".30","211","24","20",".38","200","696",".460",".110",".010",".15","","24.00","",".000","","","","NO ","NO ","NO ","NO ","Trash, fish, dirt basin, aquatic vegitation.","","","","","","","","{C1563E93-4202-4854-8838-96114D6E6AEC}"
"377","","lak a","2004-07-14 00:00:00","1899-12-30 09:09:00","","Tamara Elliot","7.21","5.01","25.66",".331",".20","240","11","7",".06","120","219","1.230",".190",".049",".15","","24.00","",".000","","","","NO ","NO ","NO ","NO ","Trash, fish, dirt basin, bank overgrown.","","","","","","","","{775C3DEC-A58C-4D4B-B9A5-DBF3172B1FA3}"
"378","","ten a","2004-07-15 00:00:00","1899-12-30 13:00:00","","Tamara Elliot","7.66","8.12","28.64",".567",".40","209","35","39",".00","200","22",".190",".330",".013",".46","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Trash, rock basin, concrete dumped, banks unstable.","","","","","","","","{20EFF3AE-BC30-4E86-9AEE-CA8A0F6389C2}"
"379","","ten b","2004-07-15 00:00:00","1899-12-30 11:57:00","","Tamara Elliot","7.53","6.17","28.59",".547",".40","209","15","3",".00","200","1",".150",".430",".029",".04","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Heavy silt, trash, gravel basin, fish.","","","","","","","","{5ABABAA1-036B-4572-BDA1-1A4DAFC312E7}"
"380","","ten d","2004-07-15 00:00:00","1899-12-30 10:41:00","","Tamara Elliot","7.66","8.20","26.69",".608",".40","221","2","0",".00","200","28",".290",".480",".016",".03","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Limestone basin, brown algae, trash, fish.","","","","","","","","{2202FB31-5912-49C6-A3EC-BB1F4459BC24}"
"381","","cac a","2004-07-20 00:00:00","1899-12-30 11:06:00","","Tamara Elliot","7.19","3.08","27.22",".567",".40","168","19","14",".14","120","2",".230",".100",".010",".27","","44.00","",".000","","","","NO ","NO ","NO ","NO ","Fish heavy algae, dirt basin,trash, stagnate water.","","","","","","","","{341CE251-C56A-4F5A-859E-5B55872E3A2E}"
"382","","bab b","2004-07-20 00:00:00","1899-12-30 10:04:00","","Tamara Elliot","7.60","7.20","25.68",".625",".40","190","11","11",".21","200","352",".250",".210",".010",".05","","21.00","",".000","","","","NO ","NO ","NO ","NO ","Fish, trash, green algae, high chlorine, gravel basin.","","","","","","","","{D48D6DD6-D966-4184-8DB9-AC46EE22B6CF}"
"383","","dix b","2004-07-21 00:00:00","1899-12-30 10:05:00","","Tamara Elliot","7.74","4.85","25.86",".486",".30","176","30","23",".00","150","222",".410",".190",".010",".14","","21.00","",".000","","","","NO ","NO ","YES","NO ","Outfall discharging, trash, fish, limestone basin.","","","","","","","","{C675D4DD-5AF8-48D7-BB3A-993A688BC6AA}"
"384","","dix a","2004-07-21 00:00:00","1899-12-30 08:48:00","","Tamara Elliot","7.52","5.04","25.98",".549",".40","171","31","19",".00","250","171",".190",".220",".010",".14","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Fish present, trash, dirt and gravel basin, green algae present.","","","","","","","","{A873878D-11D9-4F3F-B305-704EA286CA3D}"
"385","","cec a","2004-07-22 00:00:00","1899-12-30 11:06:00","","Tamara Elliot","7.75","6.71","25.84",".525",".30","310","29","28",".95","120","9999",".190",".330",".016",".01","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Dead animals, high chlorine, trash heavy, gravel basin. Fecal TNTC","","","","","","","","{B4AA82AA-54C0-41FE-93DE-523E67C32FFE}"
"386","","cec b","2004-07-22 00:00:00","1899-12-30 09:59:00","","Tamara Elliot","8.20","8.14","25.74",".505",".30","307","24","21",".02","250","508",".440",".330",".010",".01","","21.00","",".000","","","","NO ","NO ","NO ","NO ","Fish, trash, green algae, limestone basin.","","","","","","","","{61A8E56F-A7EF-40FF-A26F-0ED7BD3A9D4A}"
"387","","ela c","2004-07-27 00:00:00","1899-12-30 10:53:00","","Tamara Elliot","7.83","3.45","24.56",".695",".50","219","30","29",".10","120","9999","1.500",".100",".010",".55","","93.00","",".000","","","","YES","NO ","YES","NO ","Oil in water, trash, dirt basin, green algae, chlorine .10     Fecal TNTC","","","","","","","","{DEF30FB5-1BD1-465D-B7A8-CCA0D9E4BFF6}"
"388","","ela a","2004-07-27 00:00:00","1899-12-30 09:47:00","","Tamara Elliot","7.39","4.05","21.97",".774",".50","243","20","17",".00","250","1",".240",".150",".010",".19","","20.00","",".000","","","","NO ","NO ","NO ","NO ","Illicit discharge at center of bridge, brown algae, fish, trash, dirt basin, chlorine 0.","","","","","","","","{AEA25700-4D76-4A5F-B41E-806178492823}"
"389","","cot a","2004-07-26 00:00:00","1899-12-30 11:16:00","","Tamara Elliot","8.03","7.08","22.18",".606",".40","225","19","12",".04","200","9999",".480",".290",".085",".09","","21.00","",".000","","","","NO ","NO ","NO ","NO ","Heavy construction, fish, green algae, trash, limestone basin, north west outfall discharging.  Fecal TNTC","","","","","","","","{117B5D49-2E9E-4FD1-A439-6ABD958BC8C5}"
