"WET_WEATHER_SAMPLING_ID","EMPLOYEE_ID","EMPLOYEE_NAME","SITE_ID","SITE_COMMON_NAME","SAMPLE_DATE","SAMPLE_TIME","TEMPERATURE","CONDUCTIVITY","DO","PH","TOT_DISSOLVED_SOLID","TURBIDITY","TOT_SUSPENDED_SOLID","CHLORINE","HARDNESS","CHEM_OXYGEN_DEMAND","NITRITE","NITRATE","FECAL_COLIFORM","PHOSPHOROUS","LEAD","IRON","COPPER","ALUMINUM","CHROMIUM_HEXAVALENT","MOLYBDENUM","SULPHATE","FLUORIDE","DETERGENT","NICKEL","FREE_CHLORINE","CADMIUM","TOTAL_CHROMIUM","MANGANESE","OIL_OR_GREASE","SILVER","ZINC","TPH","BOD","FLOATABLES","OIL_SHEEN","LEAVES","GRASS_CLIPPINGS","SEWAGE_PRESENT","SEWAGE_ODOR","SOLVENT_ODOR","PETROLEUM_ODOR","FISH_ODOR","OTHER_ODOR","COMMENTS","AMMONIA","E_COLI","NITRATE_NITRITE","ROWID"
"330","","Cesar Cavazos","","COOM1","2005-01-27 00:00:00","45 Time","11.31",".619","9.89","7.76",".40","55.00","80",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","Few","None","None","No","No","No","No","No","1:05pm","","","","{C22DF1DD-8EE9-4945-9A08-05122FB527C6}"
"331","","Cesar Cavazos","","COOM1","2005-01-27 00:00:00","Thirty Time","11.30",".607","9.95","7.70",".40","55.00","68",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","None","None","None","No","No","No","No","No","12:50pm","","","","{E55F3E83-BAAD-4CBC-BCA9-495F7E157715}"
"332","","Cesar Cavazos","","COOM1","2005-01-27 00:00:00","Fifteen Time","11.26",".592","9.48","7.68",".40","46.00","62",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","None","None","None","No","No","No","No","No","12:35pm","","","","{4EA28BC9-43CF-4511-B6FE-2ABF271CA532}"
"333","","Cesar Cavazos","","COOM1","2005-01-11 00:00:00","Background","18.01",".700","6.82","7.58",".50","7.00","22",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","5:30pm","","","","{8213C1C4-CC18-439C-9EF6-5D1E24133899}"
"334","","Cesar Cavazos","","COOM1","2005-01-04 00:00:00","First Flush","17.84",".497","7.62","7.55",".30","81.00","90",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","5:00pm","","","","{E3B5EA79-771B-4BEF-A744-2C8416A4D2DE}"
"335","","Cesar Cavazos","","COOM1","2005-01-11 00:00:00","Zero Time","17.84",".496","7.54","7.54",".30","80.00","89",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","Moderate","None","Few","Few","None","No","No","No","No","No","5:15pm","","","","{DB17C728-0D5A-4917-BCC1-207EFB9ABE5C}"
"336","","Cesar Cavazos","","COOM1","2005-01-11 00:00:00","Fifteen Time","17.00",".322","7.34","7.33",".30","90.00","91",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","Few","None","None","No","No","No","No","No","5:30pm","","","","{50D7D1CE-2F43-43B1-9FD4-98DE7C270FF0}"
"337","","Cesar Cavazos","","COOM1","2005-01-11 00:00:00","Thirty Time","17.88",".569","7.24","7.71",".40","141.00","151",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","Few","None","None","No","No","No","No","No","5:45pm","","","","{5D30912E-5C6D-4BBD-9684-9E1745111DA6}"
"338","","Cesar Cavazos","","COOM1","2005-01-11 00:00:00","60 Time","17.97",".615","7.58","7.58",".40","85.00","89",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","None","None","None","No","No","No","No","No","6:15pm","","","","{71EBB691-D6FE-48FF-9086-2A819A997E9D}"
"339","","Cesar Cavazos","","COOM1","2005-01-27 00:00:00","Background","11.85",".650","7.52","7.33",".40","5.00","2",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","Yes","No","No","9:45am","","","","{A153778E-4F8B-44C9-9C90-E8C4A56884F3}"
"340","","Cesar Cavazos","","COOM1","2005-01-27 00:00:00","First Flush","11.53",".592","9.64","7.23",".40","33.00","31",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","None","None","None","Yes","No","Yes","No","No","12:05pm","","","","{497A8A62-8180-48CD-BB71-525B9E9973D6}"
"341","","Cesar Cavazos","","COOM1","2005-01-27 00:00:00","Zero Time","11.25",".579","9.68","7.64",".40","41.00","53",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","None","None","None","No","No","No","No","No","12:20pm","","","","{02C1E9C8-10C9-4A95-9627-A848F5615E8F}"
"342","","Cesar Cavazos","","COOM1","2005-01-11 00:00:00","45 Time","17.91",".631","7.30","7.61",".40","120.00","140",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","Moderate","Few","Few","Few","None","Yes","No","No","No","No","6:00pm","","","","{D0323464-AB5D-4B8C-ADD5-BC10A91AEAEA}"
"361","","Lawrence Cantos","","DALW1","2005-05-14 00:00:00","60 Time","21.96",".076","6.40","7.27",".10","80.00","91",".00","85","","","","","","","","","","","","","","","","","","","","","","","","","Moderate","None","Moderate","Moderate","None","No","No","No","No","No","","","","","{E0B80945-E5AD-4D2C-9EE6-BF57179E0514}"
"362","","Lawrence Cantos","","DALW1","2005-05-14 00:00:00","45 Time","22.02",".083","5.84","7.22",".10","101.00","113",".00","85","","","","","","","","","","","","","","","","","","","","","","","","","Severe","None","Moderate","Few","None","No","No","No","No","No","","","","","{9ABA8DFF-5684-469C-9088-A9D1FA02CB40}"
"363","","Lawrence Cantos","","DALW1","2005-05-14 00:00:00","Thirty Time","21.95",".086","5.88","7.22",".10","99.00","105",".00","85","","","","","","","","","","","","","","","","","","","","","","","","","Moderate","None","Moderate","Few","None","No","No","No","No","No","","","","","{47D06E4D-06C5-479F-A452-0C1C3945493F}"
"364","","Lawrence Cantos","","DALW1","2005-05-14 00:00:00","Fifteen Time","21.84",".087","5.92","7.32",".10","128.00","125",".00","85","","","","","","","","","","","","","","","","","","","","","","","","","Severe","None","Moderate","Moderate","None","No","No","No","No","No","","","","","{82DEDA05-E016-496C-983E-1A90433B1D6D}"
"365","","Lawrence Cantos","","DALW1","2005-05-14 00:00:00","Zero Time","21.77",".084","6.00","7.41",".10","139.00","144",".00","85","","","","","","","","","","","","","","","","","","","","","","","","","Moderate","None","Moderate","Moderate","None","No","No","No","No","No","","","","","{528D40B6-1655-4F60-826A-49269E43FB6B}"
"366","","Lawrence Cantos","","DALW1","2005-05-14 00:00:00","First Flush","21.64",".075","5.48","7.74",".10","174.00","204",".00","85","","","","","","","","","","","","","","","","","","","","","","","","","Moderate","None","Moderate","Moderate","None","No","No","No","No","No","","","","","{BD797453-0AE3-4064-B071-02CA5B0770D0}"
"367","","Cesar Cavazos","","DALW1","2005-05-13 00:00:00","Background","21.70",".560","6.73","7.40",".40","6.00","8",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","Few","Few","None","No","No","No","No","No","","","","","{8CE906DE-8BBD-43F7-9C21-645FE9F8558F}"
"381","","Cesar Cavazos","","NEWT1","2005-05-25 00:00:00","60 Time","26.00",".256","3.98","7.16",".20","657.00","791",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","{84F7A317-5C63-426F-96A8-314D916AEC2E}"
"382","","Cesar Cavazos","","NEWT1","2005-05-25 00:00:00","45 Time","25.43",".307","4.17","7.10",".20","694.00","780",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","{85CC0E9D-E603-40F8-A221-E1F11A2574BB}"
"383","","Cesar Cavazos","","NEWT1","2005-05-25 00:00:00","Thirty Time","24.41",".473","4.09","7.24",".30","86.00","81",".00","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","{2755B038-7183-4980-9116-F80D17C7BEE1}"
"384","","Cesar Cavazos","","NEWT1","2005-05-25 00:00:00","Fifteen Time","26.81",".437","4.89","7.62",".30","55.00","53",".00","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","{094D67E0-9669-4549-BF9A-42E01B14A5DC}"
"385","","Cesar Cavazos","","NEWT1","2005-05-25 00:00:00","Zero Time","26.64",".420","5.54","7.54",".30","75.00","64",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","{39E8FD38-73F6-4565-9C32-9E732CEC5FC4}"
"386","","Cesar Cavazos","","NEWT1","2005-05-25 00:00:00","First Flush","26.84",".437","5.58","7.55",".30","55.00","36",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","{0C1974DD-6905-46D5-B281-35398BE552E8}"
"387","","Cesar Cavazos","","NEWT1","2005-06-01 00:00:00","Background","26.69",".432","5.21","7.60",".30","49.00","46",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","{3C73911E-BB0E-4D0C-A02B-838C3FE9465C}"
"401","","Lawrence Cantos","","NWDA4","2006-01-22 00:00:00","60 Time","10.36",".634","8.50","7.30",".40","55.00","63",".00","180","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","01/22/06  5:05am    NWDA#4
Event#2       2200 JOE FIELD
(@ RICHARDS BRANCH) 
NORTHWEST DALLAS BASIN","","","","{D192F846-3D50-477E-9DA3-F044AF76E4D2}"
"402","","Lawrence Cantos","","NWDA4","2006-01-22 00:00:00","45 Time","10.26",".694","8.50","7.33",".40","55.00","63",".00","180","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","01/22/06  4:40am   NWDA#4
Event#2, - 2200 JOE FIELD
(@ RICHARD BRANCH)
Event#2","","","","{90AF55D7-9A2D-4D1F-A719-C3427D7C76DA}"
"403","","Lawrence Cantos","","NWDA4","2006-01-22 00:00:00","Thirty Time","10.19",".754","6.94","7.30",".50","71.00","68",".00","180","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","01/22/06  4:25am    NWDA#4 Event#2
Site#4   2200 JOE FIELD 
(@ RICHARDS BRANCH)
Event#2","","","","{9AF779B5-5460-45CF-B8A3-FD80975EA313}"
"404","","Lawrence Cantos","","NWDA4","2006-01-22 00:00:00","Fifteen Time","10.15",".752","6.96","7.27",".50","77.00","79",".02","180","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","01/22/06  4:10am   NWDA#4 Event#2
Site#4   2200 JOE FIELD
(@ RICHARDS BRANCH)
Event#2","","","","{DE5F0516-49C0-4972-A813-878949BA8F89}"
"405","","Lawrence Cantos","","NWDA4","2006-01-22 00:00:00","Zero Time","10.15",".752","6.96","7.25",".60","54.00","74",".02","180","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","01/22/06  3:55am   NWDA#4 Event#2
Site#4   2200JOE FIELD
(@ RICHARDS BRANCH)
Event#2","","","","{F93F0E09-992F-463F-A5D8-821A43B04464}"
"406","","Lawrence Cantos","","NWDA4","2006-01-22 00:00:00","First Flush","10.54",".911","7.96","7.13",".60","40.00","44",".01","180","53.00",".00",".00","",".480","",".000",".000","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","01/22/06  3:40am   NWDA#  Event#2","","","","{A440C631-4C59-4A3C-A6F1-9DE16BF90874}"
"407","","Lawrence Cantos","","NWDA4","2006-01-13 00:00:00","Background","9.23","1.018","13.39","7.88",".70","16.00","31",".12","200","",".00",".00","",".080","",".770",".000","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","01/13/06   12:08pm   NWDA#4  Event#2 (BKG)  CODs not run by Lab","","","","{CD5F4901-9AA7-488A-94E7-41F25A8683AB}"
"408","","Cesar Cavazos","","NWDA3","2006-01-22 00:00:00","60 Time","10.80",".833","6.22","8.07",".50","57.00","49",".19","150","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","01/22/06 5:00am NWDA#3 Event#2
10600 LUNA RD
(@ CALIFORNIA CROSSING BRANCH)
NORTHWEST DALLAS BASIN","","","","{87441066-CDAA-4330-AC78-C7BCA087AE64}"
"409","","Cesar Cavazos","","NWDA3","2006-01-22 00:00:00","45 Time","10.73",".838","5.71","8.02",".50","39.00","75",".31","200","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","01/22/06 4:45am NWDA#3 Event#2
10600 LUNA RD
(@ CAIFORNIA CROSSING BRANCH)
NORTHWEST DALLAS BASN","","","","{19078BB4-A212-46D6-8A17-275147E51A4F}"
"410","","Cesar Cavazos","","NWDA3","2006-01-22 00:00:00","Thirty Time","10.91",".838","5.71","8.02",".50","95.00","71",".32","200","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","01/22/06 4:30am NWDA#3 Event#2
10600 LUNA RD
(@ CALIFORNIA CROSSING BRANCH)	
NORTHWEST DALLAS BASIN","","","","{7E2D5C38-65D5-4883-A3BE-2AE378055AC6}"
"411","","Cesar Cavazos","","NWDA3","2006-01-22 00:00:00","Fifteen Time","11.10",".828","6.04","8.03",".50","52.00","71",".32","120","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","","None","No","No","No","No","No","01/22/06 4:15am NWDA#3 Event#2
10600 LUNA RD
 (@CALIFORNIA CROSSING BRANCH)
NORTHWEST DALLAS  BASIN","","","","{1604DFEE-2487-4FC2-B256-D8B6E7995978}"
"412","","Cesar Cavazos","","NWDA3","2006-01-22 00:00:00","Zero Time","11.06",".824","6.16","7.95",".50","40.00","30",".18","200","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","01/22/06 4:00pm NWDA#3 Event#2
10600 LUNA RD (@CALIFORNIA CROSSING BRANCH)
NORTHWEST DALLAS BASIN","","","","{68A47A76-F108-4172-97A5-E228B1C60CC1}"
"413","","Cesar Cavazos","","NWDA3","2006-01-22 00:00:00","First Flush","11.15",".801","5.96","7.91",".50","118.00","108",".35","150","52.00",".00",".00","","1.700","",".000",".000","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","01/22/06 3:45am NWDA#3 Event#2","","","","{86BB00DA-1157-4346-BB8D-FB1D1C2E21EB}"
"414","","Cesar Cavazos","","NWDA3","2006-01-13 00:00:00","Background","8.41",".832","9.34","7.66",".50","11.00","21",".19","200","",".00",".00","",".000","",".200",".000","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","01/13/06 11:47am Event#2  (BKG) CODs not ran by Lab","","","","{A8C5409B-C12C-45EC-A62E-18CD5F5DA0B7}"
"415","","Cesar Cavazos","","NWDA2","2006-01-22 00:00:00","60 Time","10.77",".438","9.39","7.95",".30","166.00","189",".01","120","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","None","None","None","No","No","No","No","No","01/22/06   4:45am   NWDA#2 Event#2
10200 BICKHAM RD
(@ DANIELS BRANCH)
NORTHWEST DALLAS BASIN","","","","{1F56D939-8E80-4B22-9E6D-09F365DA8D36}"
"416","","Cesar Cavazos","","NWDA2","2006-01-22 00:00:00","45 Time","10.78",".440","9.40","7.95",".30","162.00","185",".03","150","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","None","None","None","No","No","No","No","No","01/22/06   4:30am   NWDA#2 Event#2
10200 BICKHAM RD
(@ DANIELS CREEK)
NORYHWEST DALLAS)","","","","{E27B3C44-480D-4916-A3AF-ACBF2B7F90B1}"
"417","","Cesar Cavazos","","NWDA2","2006-01-22 00:00:00","Thirty Time","10.78",".439","9.41","7.95",".30","154.00","170",".02","150","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","None","None","None","No","No","No","No","No","01/22/06   4:30am   NWDA#2  Event#2
10200 BOCKHAM RD
(@  DANIELS BRANCH)
NORTHWEST DALLAS BASIN","","","","{326F89BC-FB61-41D3-BA15-B698CBECA912}"
"418","","Cesar Cavazos","","NWDA2","2006-01-22 00:00:00","Fifteen Time","10.77",".441","9.42","7.96",".30","155.00","173",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","None","None","None","No","No","No","No","No","01/22/06   4:15am   NWDA#2 Event#2
10200 BICKHAM RD
(@ DANIELS CREEK)
NORTHWEST DALLAS BASIN","","","","{165332CD-546B-4A84-A782-70D78215D706}"
"419","","Cesar Cavazos","","NWDA2","2006-01-22 00:00:00","Zero Time","10.77",".441","9.40","7.90",".30","151.00","172",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","Few","None","None","No","No","No","No","No","01/22/06    4:00am    NWDA#2 Event#2
10200 BRICKHAM RD
(@ DANIELS CREEK)
NORTHWEST DALLAS BASIN","","","","{7AE070C9-8243-4C45-AEC2-B27ACFE3EBBC}"
"420","","Cesar Cavazos","","NWDA2","2006-01-22 00:00:00","First Flush","10.79",".448","9.45","7.98",".30","147.00","167",".00","120","33.00",".08",".62","",".050","",".560",".000","","","","","","","","","","","","","","","","","Few","None","Few","None","None","No","No","No","No","No","01/22/06    3:45am     NWDA#2 Event#2
10200 BICKHAM RD   
(@ DANIELS BRANCH)","","","","{352C8938-B70E-4151-A86A-DF7CCDC2082A}"
"421","","Cesar Cavazos","","NWDA2","2006-01-13 00:00:00","Background","11.21",".543","5.40","7.11",".40","9.00","30",".07","200","",".08",".62","",".050","",".560",".000","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","01/13/06    11:25am NWDA# 2  10200 BICKHAM Rd (@ DANIELS BRANCH) (BKG)
CODs not run by lab","","","","{86937F82-E53C-42F2-9F39-181A2F3A6FD4}"
