"SAMPLING_EVENTS_ID","CUSTODY_NUMBER","SWM_SITE_ID","SWM_SITE_NUMBER","SITE_ADDITIONAL_DESCRIPTION","PROGRAM_CATEGORY","SAMPLE_TYPE","MATRIX_TYPE","SWM_WATERSHED","HUC_12_WATERSHED","HUC_12_WATERSHED_NAME","LOCATION_DESCRIPTION","COLLECT_DATE","COLLECT_TIME","SAMPLER_NAME","DATE_ANALYZED","LATITUDE","LONGITUDE","COMMENTS","APPROVED_BY","DATE_LAB_DATA_RECVD","RECORD_CREATED","APPROVED_DATE","NUMBER_OF_CONTAINERS","TURN_AROUND_TIME","SAMPLES_FOR_LAB","MODIFIED_BY","HUC_12_SUBNAME","EVENT_COMMENT","DUPLICATE","HABITAT_SCORE","HABITAT_FLAG","LABORATORY","STREAM_LOCATION","GBA_SN_ID","FLOW_SEVERITY","DAYS_SINCE_LAST_RAINFALL","INSTANTANEOUS_FLOW","OUTFALL_NUM","ROWID"
"1088","20110712-JP-1","moc-a","","","Bioassessment","Grab","Water","LMOC","120301020706","Delaware Creek-West Fork Trinity River","6100 w jefferson b","2011-07-12 00:00:00","2011-07-12 10:48:00","jonathan.pasley","2011-07-12 00:00:00","","","","","","2011-07-13 00:00:00","","5","Normal","True","jonathan.pasley","","","","","","XENCO","","","","","","","{D2829F53-A0E8-4E0A-955C-B27F36C55D8F}"
"1089","20110712-JP-2","whc-c","","","Bioassessment","Grab","Water","UMWR","120301050105","White Rock Creek-White Rock Lake","8600 royal lnson b","2011-07-12 00:00:00","2011-07-12 00:55:00","jonathan.pasley","2011-07-12 00:00:00","","","","","","2011-07-13 00:00:00","","5","Normal","True","jonathan.pasley","","","","","","XENCO","","","","","","","{AC56E04E-85AB-4559-AAF1-5B1DA828598C}"
"1090","20110713-JP-1","fiv-a","","","Bioassessment","Grab","Water","LFMC","120301050108","Five Mile Creek-Trinity River","9915 s central exp","2011-07-13 00:00:00","2011-07-13 09:40:00","jonathan.pasley","2011-07-13 00:00:00","","","","","","2011-07-13 00:00:00","","6","Normal","True","jonathan.pasley","","","","","","XENCO","","","","","","","{A038EB5D-5965-4DB1-91A5-661E5DD4AE23}"
"1091","20110713-JP-2","fiv-b","","","Bioassessment","Grab","Water","LFMC","120301050108","Five Mile Creek-Trinity River","5322 bonnie view r","2011-07-13 00:00:00","2011-07-13 11:40:00","jonathan.pasley","2011-07-13 00:00:00","","","","","","2011-07-13 00:00:00","","6","Normal","True","jonathan.pasley","","","","","","XENCO","","","","","","","{CA6D27A8-1D76-4B38-B920-3F969B5D57AA}"
"1092","20110714-JP-1","smc-a","","","Bioassessment","Grab","Water","USME","120301060504","South Mesquite Creek","371 E Bruton Rd. (","2011-07-14 00:00:00","2011-07-14 08:57:00","jonathan.pasley","2011-07-14 00:00:00","","","","","","2011-07-14 00:00:00","","6","Normal","True","jonathan.pasley","","","","","","XENCO","","","","","","","{C8FFECED-357A-4832-B155-5D49A3D05614}"
"1093","20110714-JP-2","dix-a","","","Bioassessment","Grab","Water","WRDM","120301050105","White Rock Creek-White Rock Lake","900 peavy rd Rd. (","2011-07-14 00:00:00","2011-07-14 10:20:00","jonathan.pasley","2011-07-14 00:00:00","","","","","","2011-07-14 00:00:00","","5","Normal","True","jonathan.pasley","","","","","","XENCO","","","","","","","{DE6B1CD5-665E-4940-A969-2E1A610B7610}"
"1101","20110718-JH-1","coo-a","","","Bioassessment","Grab","Water","COOM","120301050102","Turtle Creek-Trinity River","2022 edgefield ave","2011-07-18 00:00:00","2011-07-18 09:20:00","jennifer.harvey","2011-07-18 00:00:00","","","","","","2011-07-18 00:00:00","","5","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{CCFEA5F0-2FE9-4BF6-8462-86D20DA51F29}"
"1102","20110718-JH-2","smc-b","","","Bioassessment","Grab","Water","USME","120301060504","South Mesquite Creek","1700 New Market Rd","2011-07-18 00:00:00","2011-07-18 11:25:00","jennifer.harvey","2011-07-18 00:00:00","","","","","","2011-07-18 00:00:00","","5","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{4AEAEBA7-4B38-4535-A1CB-1BA1B8BBCC7A}"
"1103","20110718-JH-3","tro-a","","","Bioassessment","Grab","Water","DAEB","120301050101","Headwaters Turtle Creek","3110 stemmons frwy","2011-07-18 00:00:00","2011-07-18 11:20:00","jennifer.harvey","2011-07-18 00:00:00","","","","","","2011-07-18 00:00:00","","5","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{43F74C23-00B7-47E5-A929-6B7EC86A1A14}"
"1104","20110718-JH-4","mck-c","","","Bioassessment","Grab","Water","UMWR","120301050104","Floyd Branch-White Rock Creek","6700 frankford rd,","2011-07-14 00:00:00","2011-07-14 10:30:00","jennifer.harvey","2011-07-14 00:00:00","","","","","","2011-07-18 00:00:00","","5","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{21869425-9D28-431B-96EC-B9C3FDCCB7C1}"
"1105","20110719-JH-1","tur-a","","","Bioassessment","Grab","Water","DAEB","120301050101","Headwaters Turtle Creek","3300 Maple Avenuey","2011-07-19 00:00:00","2011-07-19 08:45:00","jennifer.harvey","2011-07-19 00:00:00","","","","","","2011-07-19 00:00:00","","5","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{DB820C60-5A75-419A-B249-CB539E701D2F}"
"1106","20110719-JH-2","rib-a","","","Bioassessment","Grab","Water","NWDA","120301031007","Bachman Branch-Elm Fork Trinity River","2131 joe field rdy","2011-07-19 00:00:00","2011-07-19 10:20:00","jennifer.harvey","2011-07-19 00:00:00","","","","","","2011-07-19 00:00:00","","5","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{592ABAAD-8779-4C09-AEF4-6111317334E1}"
"1107","20110719-JP-1","smc-c","","","Bioassessment","Grab","Water","USME","120301060504","South Mesquite Creek","1000 Peachtree Rdy","2011-07-19 00:00:00","2011-07-19 09:45:00","jonathan.pasley","2011-07-19 00:00:00","","","","","","2011-07-19 00:00:00","","5","Normal","True","jonathan.pasley","","","","","","XENCO","","","","","","","{55CFBE7E-7492-4BD6-9458-38D109E62EA5}"
"1108","20110719-JP-2","ela-b","","","Bioassessment","Grab","Water","ELAM","120301050108","Five Mile Creek-Trinity River","7107 hawn frwy Rdy","2011-07-19 00:00:00","2011-07-19 11:05:00","jonathan.pasley","2011-07-19 00:00:00","","","","","","2011-07-19 00:00:00","","5","Normal","True","jonathan.pasley","","","","","","XENCO","","","","","","","{BCCB6664-6DBB-4306-A9B9-1792FC9B30D7}"
"1109","20110719-JP-2_dup","ela-b","","","Bioassessment","Grab","Water","ELAM","120301050108","Five Mile Creek-Trinity River","7107 hawn frwy Rdy","2011-07-19 00:00:00","2011-07-19 11:05:00","jonathan.pasley","2011-07-19 00:00:00","","","","","","2011-07-19 00:00:00","","5","Normal","True","jonathan.pasley","","","True","","","XENCO","","","","","","","{0A666BB3-1E75-42B8-8108-67D39E2479DD}"
"1121","20110720-JP-1","bab-b","","","Bioassessment","Grab","Water","LBAC","120301031007","Bachman Branch-Elm Fork Trinity River","9100 midway rd rd,","2011-07-20 00:00:00","2011-07-20 13:47:00","jonathan.pasley","2011-07-20 00:00:00","","","","","","2011-07-20 00:00:00","","5","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{037C3E36-EACC-42C5-A82D-CEF81E9088C6}"
"1122","20110720-JP-2","smc-a","","","Bioassessment","Grab","Water","USME","120301060504","South Mesquite Creek","371 E Bruton Rd. (","2011-07-20 00:00:00","2011-07-20 14:00:00","jonathan.pasley","2011-07-20 00:00:00","","","","","","2011-07-20 00:00:00","","5","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{2AE59C0B-8725-422F-9BED-19068D51E892}"
"1123","20110714-JH-1","kni-a","","","Bioassessment","Grab","Water","DAEB","120301050101","1Headwaters Turtle Creek","1715 inwood rd Rdy","2011-07-14 00:00:00","2011-07-14 14:12:00","jennifer.harvey","2011-07-14 00:00:00","","","","","","2011-07-21 00:00:00","","5","Normal","True","","","","","","","XENCO","","","","","","","{126EE6C0-6127-4006-BECC-79C90DBB28CF}"
"1124","20110714-JH-1_dup","kni-a","","","Bioassessment","Grab","Water","DAEB","120301050101","Headwaters Turtle Creek","1715 inwood rd Rdy","2011-07-14 00:00:00","2011-07-14 14:15:00","jennifer.harvey","2011-07-14 00:00:00","","","","","","2011-07-21 00:00:00","","5","Normal","True","jennifer.harvey","","","True","","","XENCO","","","","","","","{3C794429-ACE1-43B0-B181-863691533DAE}"
"1125","20110721-JH-1","flo-a","","","Bioassessment","Grab","Water","UMWR","120301050104","Floyd Branch-White Rock Creek","8300 forest ln Rdy","2011-07-21 00:00:00","2011-07-21 08:55:00","jennifer.harvey","2011-07-21 00:00:00","","","","","","2011-07-21 00:00:00","","5","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{D5617149-A029-4FBA-A0A3-1DC059C85068}"
"1126","20110721-JH-2","cot-c","","","Bioassessment","Grab","Water","UMWR","120301050104","Floyd Branch-White Rock Creek","8500 spring valley","2011-07-21 00:00:00","2011-07-21 09:50:00","jennifer.harvey","2011-07-21 00:00:00","","","","","","2011-07-21 00:00:00","","5","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{596FFE5F-1242-47FA-A8C3-C9C12E03971D}"
"1127","20110721-JH-3","ten-d","","","Bioassessment","Grab","Water","UTEN","120301050201","Headwaters  Fivemile Creek","1304 westmoreland ","2011-07-21 00:00:00","2011-07-21 09:43:00","jennifer.harvey","2011-07-21 00:00:00","","","","","","2011-07-21 00:00:00","","5","Normal","True","","","","","","","XENCO","","","","","","","{B7E1590B-81D4-4AD9-A888-DB9C4029FD6D}"
"1141","20110725-JH-1","NWDA-1","","","Bioassessment","Grab","Water","NWDA","120301031007","Bachman Branch-Elm Fork Trinity River","2300 W. Northwest ","2011-07-25 00:00:00","2011-07-25 08:55:00","jennifer.harvey","2011-07-25 00:00:00","","","","","","2011-07-26 00:00:00","","5","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{1BC58641-ECD7-4C8E-B256-971EFAA7F1A5}"
"1142","20110725-JH-2","FARM-1","","","Bioassessment","Grab","Water","FARM","120301031005","Farmers Branch-Elm Fork Trinity River","11600 Luna Rdwest ","2011-07-25 00:00:00","2011-07-25 10:18:00","jennifer.harvey","2011-07-25 00:00:00","","","","","","2011-07-26 00:00:00","","5","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{D8A58619-1FF8-481F-9CE0-4D369A4694C0}"
"1143","20110726-JP-1","SEDA-1","","","Bioassessment","Grab","Water","SEDA","120301050108","Five Mile Creek-Trinity River","8000 Carbondale. (","2011-07-26 00:00:00","2011-07-26 09:35:00","jonathan.pasley","2011-07-26 00:00:00","","","","","","2011-07-26 00:00:00","","5","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{0E1FA8DB-CA58-46B8-9107-317643BAC585}"
"1144","20110726-JP-2","CEDR-1","","","Bioassessment","Grab","Water","CEDR","120301050102","Turtle Creek-Trinity River","1900 E. 8th  St. (","2011-07-26 00:00:00","2011-07-26 10:55:00","jonathan.pasley","2011-07-26 00:00:00","","","","","","2011-07-26 00:00:00","","5","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{F771255F-8305-45E4-BBB8-626C03EB6952}"
"1145","20110726-JH-1","JOES-1","","","Bioassessment","Grab","Water","JOES","120301031007","Bachman Branch-Elm Fork Trinity River","2300 Stemmons Trai","2011-07-26 00:00:00","2011-07-26 09:20:00","jennifer.harvey","2011-07-26 00:00:00","","","","","","2011-07-26 00:00:00","","5","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{BDFF1BB9-60E0-4BA4-A494-9E20C52B71E4}"
"1146","20110726-JH-2","EFCB-1","","","Bioassessment","Grab","Water","EFCB","120301031005","Farmers Branch-Elm Fork Trinity River","8000 Valley Ranch ","2011-07-26 00:00:00","2011-07-26 11:14:00","jennifer.harvey","2011-07-26 00:00:00","","","","","","2011-07-26 00:00:00","","5","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{5DF6FD90-C014-453A-B5A1-7380526A8DE1}"
"1161","20110801-JH-1","UWRC-1","","","Bioassessment","Grab","Water","UWRC","120301050103","Headwaters White Rock Creek","5900 Kelly Springs","2011-08-01 00:00:00","2011-08-01 09:25:00","jennifer.harvey","2011-08-01 00:00:00","","","","","","2011-08-02 00:00:00","","3","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{E356BE58-6C49-41E9-BDBB-1E67A7F6E0C6}"
"1162","20110801-JH-2","fur-b","","","Bioassessment","Grab","Water","EFDC","120301031003","Indian Creek-Elm Fork Trinity River","2700 old denton dr","2011-08-01 00:00:00","2011-08-01 10:05:00","jennifer.harvey","2011-08-01 00:00:00","","","","","","2011-08-02 00:00:00","","3","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{01F545B4-4A86-4A88-B5C6-AB5839ED7072}"
"1163","20110801-JH-3","fur-a","","","Bioassessment","Grab","Water","EFDC","120301031003","Indian Creek-Elm Fork Trinity River","2600 broadway stdr","2011-08-01 00:00:00","2011-08-01 10:45:00","jennifer.harvey","2011-08-01 00:00:00","","","","","","2011-08-02 00:00:00","","3","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{7F3A8EF3-05D9-46F9-A1EC-59F01C2C52D8}"
"1164","20110801-JH-4","HUTT-1","","","Bioassessment","Grab","Water","HUTT","120301031004","Grapevine Creek-Elm Fork Trinity River","1800 Luna Rdy stdr","2011-08-01 00:00:00","2011-08-01 11:35:00","jennifer.harvey","2011-08-01 00:00:00","","","","","","2011-08-02 00:00:00","","3","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{16AF0478-31E3-4B2E-9651-AB147A5DC426}"
"1165","20110802-JH-4","DAEB-2","","","Bioassessment","Grab","Water","DAEB","120301050101","1Headwaters Turtle Creek","2200 Irving Blvd, ","2011-08-02 00:00:00","2011-08-02 09:41:00","huajun.chen","2011-08-02 00:00:00","","","","","","2011-08-02 00:00:00","","3","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{62FE8695-190C-4965-8A52-717CE12FF995}"
"1166","20110802-JH-3","fil-a","","","Bioassessment","Grab","Water","DAWB","120301050102","Turtle Creek-Trinity River","3680 holystone st ","2011-08-02 00:00:00","2011-08-02 10:45:00","huajun.chen","2011-08-02 00:00:00","","","","","","2011-08-02 00:00:00","","3","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{ABF7E411-AE1F-46D6-8214-5D8A853AFB5A}"
"1167","20110802-JH-2","DAEB-1","","","Bioassessment","Grab","Water","DAEB","120301050101","Headwaters Turtle Creek","1100 Conveyor, Ham","2011-08-02 00:00:00","2011-08-02 10:10:00","huajun.chen","2011-08-02 00:00:00","","","","","","2011-08-02 00:00:00","","3","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{00647EC4-8153-4591-9097-5C3B114228CE}"
"1168","20110802-JH-1","DAWB-3","","","Bioassessment","Grab","Water","DAWB","120301050102","Turtle Creek-Trinity River","200 E. Greenbriar,","2011-08-02 00:00:00","2011-08-02 09:00:00","huajun.chen","2011-08-02 00:00:00","","","","","","2011-08-02 00:00:00","","3","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{68E96F0F-4C63-4E43-86C0-7B6D13EFA247}"
"1169","20110803-JH-1","lac-b","","","Bioassessment","Grab","Water","DAWB","120301050102","Turtle Creek-Trinity River","222 E 5th sty stdr","2011-08-03 00:00:00","2011-08-03 08:10:00","jennifer.harvey","2011-08-03 00:00:00","","","","","","2011-08-03 00:00:00","","3","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{0E22972F-C699-42D3-AEEA-D907A42048F3}"
"1170","20110803-JH-1_dup","lac-b","","","Bioassessment","Grab","Water","DAWB","120301050102","Turtle Creek-Trinity River","222 E 5th sty stdr","2011-08-03 00:00:00","2011-08-03 08:10:00","jennifer.harvey","2011-08-03 00:00:00","","","","","","2011-08-03 00:00:00","","3","Normal","True","jennifer.harvey","","","True","","","XENCO","","","","","","","{BD988AAB-ED1C-4AC4-9678-78A16FF3A797}"
"1172","20110803-JH-3","SDAL-1","","","Bioassessment","Grab","Water","SDAL","120301050108","Five Mile Creek-Trinity River","3700 Overtony stdr","2011-08-03 00:00:00","2011-08-03 09:30:00","jennifer.harvey","2011-08-03 00:00:00","","","","","","2011-08-03 00:00:00","","3","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{EC86F7DF-F368-4F0F-B85B-35AAA94D5C16}"
"1173","20110803-JH-4","cec-b","","","Bioassessment","Grab","Water","CEDR","120301050102","Turtle Creek-Trinity River","200 Clarendon (Cum","2011-08-03 00:00:00","2011-08-03 10:25:00","jennifer.harvey","2011-08-03 00:00:00","","","","","","2011-08-03 00:00:00","","3","Normal","True","jennifer.harvey","","","","","","XENCO","","","","","","","{02DDFBBB-CCBA-4613-ACAA-48A354D7E5D3}"
"1201","20110824-JH-1","ash-a","","","Bioassessment","Grab","Water","LWRC","120301050106","City of Dallas-White Rock Creek","1802 highland rd","2011-08-24 00:00:00","2011-08-24 10:15:00","jennifer.harvey","2011-08-24 00:00:00","","","","","","2011-08-24 00:00:00","","3","Normal","True","jennifer.harvey","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{5FCAB835-0C60-4674-B5C9-9B815CFC9C39}"
"1202","20110824-JH-2","whc-a","","","Bioassessment","Grab","Water","LWRC","120301050106","City of Dallas-White Rock Creek","5055 Scyene Road","2011-08-24 00:00:00","2011-08-24 10:55:00","jennifer.harvey","2011-08-24 00:00:00","","","","","","2011-08-24 00:00:00","","3","Normal","True","jennifer.harvey","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{A4C0BBE7-3668-4B97-A23F-F6DCA8DF3495}"
"1203","20110824-JH-3","PRAI-2","","","Bioassessment","Grab","Water","PRAI","120301050203","Upper Prairie Creek-Trinity River","9000 Military Pkwy","2011-08-24 00:00:00","2011-08-24 11:30:00","jennifer.harvey","2011-08-24 00:00:00","","","","","","2011-08-24 00:00:00","","3","Normal","True","jennifer.harvey","Upper Prairie Creek-Trinity River","","","","","XENCO","","","","","","","{7A4A893B-0B15-48D0-AACD-032D3268E432}"
"1204","20110824-JH-3_dup","PRAI-2","","","Bioassessment","Grab","Water","PRAI","120301050203","Upper Prairie Creek-Trinity River","9000 Military Pkwy","2011-08-24 00:00:00","2011-08-24 11:30:00","jennifer.harvey","2011-08-24 00:00:00","","","","","","2011-08-24 00:00:00","","3","Normal","True","jennifer.harvey","Upper Prairie Creek-Trinity River","","True","","","XENCO","","","","","","","{896BBC77-838D-42D1-9C85-F4B6EB612EC3}"
"1241","20110829-JH-1","tur-c","","","Bioassessment","Grab","Water","DALW","120301050101","Headwaters Turtle Creek","3858 Turtle Creek  DR","2011-08-29 00:00:00","2011-08-29 09:57:00","jennifer.harvey","2011-08-29 00:00:00","","","","","","2011-08-29 00:00:00","","3","Normal","True","jennifer.harvey","Headwaters Turtle Creek - DLWAR","","","","","XENCO","","","","","","","{55BF5202-EE63-4FDE-9914-E6F9B3B0289E}"
"1242","20110829-JH-2","mcc-a","","","Bioassessment","Grab","Water","WRDM","120301050105","White Rock Creek-White Rock Lake","3605 w lawther rd","2011-08-29 00:00:00","2011-08-29 10:38:00","jennifer.harvey","2011-08-29 00:00:00","","","","","","2011-08-29 00:00:00","","3","Normal","True","jennifer.harvey","White Rock Creek-White Rock Lake","","","","","XENCO","","","","","","","{0A79D5FB-8D8F-4A12-B6BE-1420B582E325}"
"1243","20110829-JH-3","jac-a","","","Bioassessment","Grab","Water","WRDM","120301050105","White Rock Creek-White Rock Lake","6910 Skillman","2011-08-29 00:00:00","2011-08-29 11:25:00","jennifer.harvey","2011-08-29 00:00:00","","","","","","2011-08-29 00:00:00","","4","Normal","True","jennifer.harvey","White Rock Creek-White Rock Lake","","","","","XENCO","","","","","","","{C7031F08-D7B7-4C4C-A995-5CDDFE25F437}"
"1244","20110829-JH-4","spc-a","","","Bioassessment","Grab","Water","SPRC","120301060407","Pittman Creek-Spring Creek","41000 190 frwy","2011-08-29 00:00:00","2011-08-29 12:20:00","jennifer.harvey","2011-08-29 00:00:00","","","","","","2011-08-29 00:00:00","","4","Normal","True","jennifer.harvey","Pittman Creek-Spring Creek","","","","","XENCO","","","","","","","{E72F0288-AE7A-49E1-8CAF-A3A0F81DCD22}"
"1264","20110831-JH-1","bab-c","","","Bioassessment","Grab","Water","UBAC","120301031007","Bachman Branch-Elm Fork Trinity River","9301 Sunnybrook Ln","2011-08-31 00:00:00","2011-08-31 09:55:00","jennifer.harvey","2011-08-31 00:00:00","","","","","","2011-08-31 00:00:00","","3","Normal","True","jennifer.harvey","Bachman Branch-Elm Fork Trinity River - UPBCK","","","","","XENCO","","","","","","","{9C0F125F-3860-4A26-865A-07C32B8021BF}"
"1265","20110831-JH-1_dup","bab-c","","","Bioassessment","Grab","Water","UBAC","120301031007","Bachman Branch-Elm Fork Trinity River","9301 Sunnybrook Ln","2011-08-31 00:00:00","2011-08-31 10:10:00","jennifer.harvey","2011-08-31 00:00:00","","","","","","2011-08-31 00:00:00","","3","Normal","True","jennifer.harvey","Bachman Branch-Elm Fork Trinity River - UPBCK","","True","","","XENCO","","","","","","","{093A8EB7-D001-40AD-8316-95931A2CE88A}"
